clip,window,n_frames,activity_index,distribution_uniformity,piling_score,feed_visit_rate,distress_index
778_jpg.rf.799a1b107671f2ec8e92fcaa21ce2e58.jpg,1389,1,0.0000,0.6290,0.4167,0.1667,0.5833
785_jpg.rf.5d5a9d234dcf62710f3aaa876c761623.jpg,1390,1,0.0000,0.6612,0.0000,0.4167,0.5000
787_jpg.rf.a0c279ca863c500fd8fecb03f7c74883.jpg,1391,1,0.0000,0.6934,0.0833,0.3333,0.5167
797_jpg.rf.6cdf62a0ddd76afc9dd441b5aff41b01.jpg,1392,1,0.0000,0.6691,0.4545,0.0909,0.5909
802_jpg.rf.051581a1b4108bf84cfe556fa9f45547.jpg,1393,1,0.0000,0.6934,0.5000,0.1667,0.6000
810_jpg.rf.9a7a0f7e3a635ec595dcbef244308076.jpg,1394,1,0.0000,0.6934,0.4167,0.3333,0.5833
824_jpg.rf.7454804fdfafea6ffa2e709b9a8b6c60.jpg,1395,1,0.0000,0.6934,0.0833,0.3333,0.5167
826_jpg.rf.14c676598723daec89925f0725034450.jpg,1396,1,0.0000,0.6612,0.0000,0.4167,0.5000
82_jpg.rf.8c90668be38185c6e314052412d443d4.jpg,1397,1,0.0000,0.6340,0.0000,0.0000,0.5000
833_jpg.rf.6b009868e54eff5e246e5d10d398746a.jpg,1398,1,0.0000,0.6934,0.0833,0.3333,0.5167
834_jpg.rf.057129dca663d6979eef960a76d4308a.jpg,1399,1,0.0000,0.6934,0.1667,0.1667,0.5333
835_jpg.rf.8d5c85cd42d72b6f302ab3e7478e56d1.jpg,1400,1,0.0000,0.6934,0.4167,0.2500,0.5833
845_jpg.rf.fdc9c2019ea3e6bfdc9fea86aa6d5335.jpg,1401,1,0.0000,0.6934,0.1667,0.2500,0.5333
854_jpg.rf.421deb76489c376313489c4b398e896f.jpg,1402,1,0.0000,0.6934,0.0833,0.2500,0.5167
855_jpg.rf.c51ef98203faa3c67d1774a9b58dfa5c.jpg,1403,1,0.0000,0.6612,0.2500,0.2500,0.5500
856_jpg.rf.ad53b68a1f88133a2373261f4aba29c9.jpg,1404,1,0.0000,0.6612,0.2500,0.3333,0.5500
88_jpg.rf.2be6d1cd199c5b0131101906d96539ee.jpg,1405,1,0.0000,0.5967,0.1667,0.4167,0.5333
893_jpg.rf.4d6551d4bcd7955fd62719d5923fabf0.jpg,1406,1,0.0000,0.6934,0.5833,0.0000,0.6167
905_jpg.rf.50f45390f3b7dbb9d2aa81bd3e2c8aaa.jpg,1407,1,0.0000,0.6612,0.3333,0.3333,0.5667
907_jpg.rf.0c8bd067865a377b7f9a72298691806d.jpg,1408,1,0.0000,0.6612,0.2500,0.3333,0.5500
915_jpg.rf.f500ca52a7e6837ab5a2fc50fef8cf9a.jpg,1409,1,0.0000,0.6934,0.5833,0.1667,0.6167
918_jpg.rf.fea5e08cb6978aef466ff624468bdf9a.jpg,1410,1,0.0000,0.6934,0.3333,0.3333,0.5667
91_jpg.rf.26cdc2c11f64fa0176a90a08fa396ba5.jpg,1411,1,0.0000,0.5988,0.0909,0.0909,0.5182
929_jpg.rf.37d8c62669ac865c1e8d118a6cb7bd8d.jpg,1412,1,0.0000,0.6934,0.4167,0.1667,0.5833
936_jpg.rf.ab3273bfcc358d09ddab55e065c7df85.jpg,1413,1,0.0000,0.6934,0.0000,0.0833,0.5000
941_jpg.rf.907bb3bede28e303328ea3f351fddf1e.jpg,1414,1,0.0000,0.6934,0.5000,0.5000,0.6000
943_jpg.rf.f5a50ac51c6d2a957b88d2b4f5c1fdd0.jpg,1415,1,0.0000,0.6934,0.0833,0.2500,0.5167
948_jpg.rf.70c48f4a39f3a7543b8607782ba08bc3.jpg,1416,1,0.0000,0.6612,0.3333,0.2500,0.5667
954_jpg.rf.dadf1881b53ca2fcaaaaa26e14f52a18.jpg,1417,1,0.0000,0.6612,0.3333,0.0833,0.5667
970_jpg.rf.df92cc544b9d8fab7e9c21a34567dd16.jpg,1418,1,0.0000,0.6934,0.1667,0.4167,0.5333
973_jpg.rf.7ce5bf6c47d6abc96eafc59a7fa2cc6b.jpg,1419,1,0.0000,0.6691,0.5455,0.6364,0.6091
979_jpg.rf.63e84252e73527844def4198a509730e.jpg,1420,1,0.0000,0.6934,0.1667,0.1667,0.5333
981_jpg.rf.47a74469fe14fe16affda2ab4cfb80cc.jpg,1421,1,0.0000,0.6934,0.0833,0.5000,0.5167
